%time,field.header.seq,field.header.stamp,field.header.frame_id,field.child_frame_id,field.transform.translation.x,field.transform.translation.y,field.transform.translation.z,field.transform.rotation.x,field.transform.rotation.y,field.transform.rotation.z,field.transform.rotation.w
1477484413625323577,2811,1477484413327455161,/Vision_sensor0,/mf7,-0.442069619894,-0.66861552,2.84531950951,0.998490826432,-0.00605025604808,0.00801314203853,0.0539930814681
1477484413767225291,2812,1477484413528148051,/Vision_sensor0,/mf7,-0.441650360823,-0.668128967285,2.84252119064,0.998600046899,-0.00568465572539,0.00459176025336,0.0523882987651
1477484413886910026,2813,1477484413615958891,/Vision_sensor0,/mf7,-0.441514730453,-0.667826890945,2.84159660339,0.998501243109,-0.00625760128705,0.00320365227945,0.0542756977342
1477484413990332921,2814,1477484413819080223,/Vision_sensor0,/mf7,-0.442748129368,-0.66960555315,2.84922623634,0.99863324045,-0.00663126464171,0.0103536951664,0.0507983723595
1477484414065208074,2815,1477484413898234086,/Vision_sensor0,/mf7,-0.442965120077,-0.669611632824,2.85027861595,0.998329801825,-0.00628252778603,0.0163205131722,0.055061514683
1477484414167321766,2816,1477484413970366956,/Vision_sensor0,/mf7,-0.442384600639,-0.668943405151,2.84635877609,0.99854785566,-0.00612030569715,0.010727168156,0.052437088809
1477484414267417697,2817,1477484414108678323,/Vision_sensor0,/mf7,-0.441757023335,-0.667951583862,2.84213018417,0.998480663352,-0.00660667308915,0.00496028814612,0.0544803197012
1477484414385506313,2818,1477484414182679781,/Vision_sensor0,/mf7,-0.442902803421,-0.669937252998,2.85135626793,0.998535327865,-0.00633068465575,0.0120265674207,0.0523687072139
1477484414449142769,2819,1477484414248336210,/Vision_sensor0,/mf7,-0.440897494555,-0.666892945766,2.83755135536,0.998380392528,-0.00488231381438,-0.000795684442666,0.0566756028275
1477484414559683759,2820,1477484414329272872,/Vision_sensor0,/mf7,-0.441523075104,-0.667780935764,2.84171676636,0.998405526475,-0.00512389781342,0.00403243104024,0.0560703775409
1477484414657539145,2821,1477484414403990133,/Vision_sensor0,/mf7,-0.442411601543,-0.669069051743,2.84761500359,0.998440972622,-0.00608323098671,0.0110617995951,0.0543713264302
1477484414730287420,2822,1477484414591292871,/Vision_sensor0,/mf7,-0.442168653011,-0.668517351151,2.84489941597,0.998447002073,-0.00649988458484,0.00861777533089,0.0546540829467
1477484414823391219,2823,1477484414668808679,/Vision_sensor0,/mf7,-0.441466152668,-0.667697906494,2.84135246277,0.998393511811,-0.00483071502211,0.00375055198371,0.0563292497208
