%time,field.header.seq,field.header.stamp,field.header.frame_id,field.child_frame_id,field.transform.translation.x,field.transform.translation.y,field.transform.translation.z,field.transform.rotation.x,field.transform.rotation.y,field.transform.rotation.z,field.transform.rotation.w
1477484275947820063,1521,1477484275771904351,/Vision_sensor,/mf7,0.390604883432,0.356790065765,2.85767507553,-0.705824864029,0.707693411618,-0.0312322663359,0.00241522209386
1477484276048077925,1522,1477484275831954202,/Vision_sensor,/mf7,0.389063060284,0.355682969093,2.84815979004,-0.704789242723,0.708904344926,-0.0230960730132,0.0139048340763
1477484276168882901,1523,1477484275989243769,/Vision_sensor,/mf7,0.389751493931,0.356137305498,2.85260987282,-0.705247046449,0.708491305891,-0.0231194655281,0.01149513946
1477484276232728400,1524,1477484276055889770,/Vision_sensor,/mf7,0.390414953232,0.356714308262,2.85700106621,-0.705831370834,0.707796350791,-0.0286817884137,0.0019414320484
1477484276396815421,1525,1477484276159972315,/Vision_sensor,/mf7,0.390679180622,0.356695234776,2.85744547844,-0.705083230506,0.708419108258,-0.0305530087879,0.00815600967209
1477484276454945862,1526,1477484276343268323,/Vision_sensor,/mf7,0.389429032803,0.355984807014,2.85017108917,-0.705752019553,0.707840502841,-0.0281029077907,0.00927962015011
1477484276582978616,1527,1477484276419906710,/Vision_sensor,/mf7,0.389566451311,0.355949580669,2.85046958923,-0.704781896028,0.708753225974,-0.0277197149205,0.0135268814254
1477484276659691195,1528,1477484276537630626,/Vision_sensor,/mf7,0.390975892544,0.357151418924,2.86129784584,-0.706146113513,0.707575009008,-0.0262494509784,-0.00249874406271
1477484276778900097,1529,1477484276618255905,/Vision_sensor,/mf7,0.389042198658,0.355568259954,2.84720253944,-0.704652017389,0.708895597026,-0.025201479031,0.0172467583674
1477484276965559292,1530,1477484276744574701,/Vision_sensor,/mf7,0.390186935663,0.356607079506,2.85606193542,-0.705593664815,0.708133591751,-0.0261000390859,0.0017834342947
1477484277072102311,1531,1477484276936313721,/Vision_sensor,/mf7,0.38882920146,0.355518221855,2.84564113617,-0.704911904129,0.708524001483,-0.0301725213523,0.013512677881
1477484277185049468,1532,1477484277017012205,/Vision_sensor,/mf7,0.390558809042,0.356586366892,2.8565132618,-0.704986859076,0.708501977456,-0.0303594472265,0.00983652533795
1477484277273407413,1533,1477484277110423105,/Vision_sensor,/mf7,0.391367942095,0.357601881027,2.86572146416,-0.706158453437,0.707608329564,-0.0239461148799,-0.00756793212948
1477484277339594699,1534,1477484277162857547,/Vision_sensor,/mf7,0.390098214149,0.356261074543,2.85370278358,-0.705173146231,0.708372710429,-0.0276657609403,0.0131735256214
1477484277454622178,1535,1477484277297784228,/Vision_sensor,/mf7,0.388962835073,0.355704158545,2.84724092484,-0.705211699939,0.708123401792,-0.0328937891615,0.0124782473946
1477484277563360964,1536,1477484277408470638,/Vision_sensor,/mf7,0.388763427734,0.355454623699,2.84508395195,-0.705358922351,0.708063189298,-0.029995305249,0.014682713818
1477484277692961285,1537,1477484277499477171,/Vision_sensor,/mf7,0.388381034136,0.355088919401,2.84143209457,-0.704734371035,0.708400272824,-0.0340130251851,0.019017166461
1477484277798712552,1538,1477484277556839399,/Vision_sensor,/mf7,0.389376878738,0.355871737003,2.84978318214,-0.70493476526,0.70869649032,-0.0254444514183,0.0129939171229
1477484277900343686,1539,1477484277727443789,/Vision_sensor,/mf7,0.391220539808,0.357282012701,2.86246156693,-0.705659794269,0.707943275815,-0.0291480016146,-0.0033101040756
1477484278015763982,1540,1477484277767116450,/Vision_sensor,/mf7,0.390016078949,0.356283009052,2.85387206078,-0.705182251444,0.70848136899,-0.0254773203858,0.011092549277
1477484278132813134,1541,1477484277963126399,/Vision_sensor,/mf7,0.388825088739,0.355511575937,2.84557294846,-0.705276285257,0.708158787547,-0.0301047460268,0.0137916890556
1477484278233876158,1542,1477484278024988777,/Vision_sensor,/mf7,0.388782173395,0.3553789258,2.84446072578,-0.705047729815,0.708228254119,-0.0319500923113,0.0173104196337
1477484278334200579,1543,1477484278173558497,/Vision_sensor,/mf7,0.391116052866,0.357286214828,2.86246824265,-0.705690539005,0.708007749278,-0.0264345159787,-0.0052048260305
1477484278472018384,1544,1477484278240204141,/Vision_sensor,/mf7,0.3903888762,0.356686651707,2.85675644875,-0.706159053088,0.70747143276,-0.0285789089164,0.00261046897121
1477484278608906129,1545,1477484278319560958,/Vision_sensor,/mf7,0.390448391438,0.356654942036,2.85703706741,-0.705494147656,0.708044717542,-0.0294028148911,0.00928163357632
1477484278751678944,1546,1477484278526591183,/Vision_sensor,/mf7,0.391215801239,0.357375115156,2.86323022842,-0.705897955142,0.707785823156,-0.0265028397091,-0.00670171068743
1477484278851213075,1547,1477484278597847341,/Vision_sensor,/mf7,0.388767004013,0.35541203618,2.84585642815,-0.704719249229,0.708892817914,-0.0229737868946,0.0177187890529
1477484278955843158,1548,1477484278710873093,/Vision_sensor,/mf7,0.38740888238,0.354323446751,2.83546209335,-0.704274793547,0.708866372038,-0.0267672441121,0.0280888448262
1477484279065145680,1549,1477484278891635186,/Vision_sensor,/mf7,0.390671759844,0.356973230839,2.85974478722,-0.706024717164,0.707796058764,-0.0234939072477,-0.0013710781498
1477484279148649099,1550,1477484278947777297,/Vision_sensor,/mf7,0.38991355896,0.356170296669,2.85238361359,-0.704668288937,0.708793162227,-0.0302413566687,0.0118455670763
1477484279200495283,1551,1477484279031335516,/Vision_sensor,/mf7,0.389755636454,0.356308996677,2.85348677635,-0.705657650548,0.708149878373,-0.0234024003778,0.00483108396393
1477484279369831750,1552,1477484279113917113,/Vision_sensor,/mf7,0.389353394508,0.355852514505,2.84962558746,-0.704695466083,0.708931586882,-0.0254337664235,0.0131688773765
1477484279511020633,1553,1477484279338863673,/Vision_sensor,/mf7,0.388407737017,0.355224609375,2.84310126305,-0.70547386556,0.708008318194,-0.0276067194577,0.0163931854495
1477484279591024172,1554,1477484279463011766,/Vision_sensor,/mf7,0.388831824064,0.355635583401,2.84775304794,-0.704706964994,0.708962943769,-0.0234161032031,0.0145363374249
1477484279726250596,1555,1477484279560395256,/Vision_sensor,/mf7,0.390722841024,0.356799662113,2.85835814476,-0.705232603123,0.708145326792,-0.0333121902119,0.00821268852067
1477484279793366135,1556,1477484279669480346,/Vision_sensor,/mf7,0.389350533485,0.355732411146,2.8480899334,-0.704322643134,0.708974054208,-0.0321794930356,0.0158076669604
1477484279956676155,1557,1477484279755775856,/Vision_sensor,/mf7,0.389955967665,0.356390744448,2.85420036316,-0.70595667459,0.707760766189,-0.0258709600162,0.00552764074899
1477484280120677860,1558,1477484279929630143,/Vision_sensor,/mf7,0.391267031431,0.357381790876,2.86334323883,-0.706193537638,0.707280761905,-0.0321774763143,-0.0030381495718
1477484280206958535,1559,1477484280063634602,/Vision_sensor,/mf7,0.390029221773,0.356393814087,2.85479974747,-0.705131795913,0.708655710154,-0.0232186677311,0.00755860581016
